Application mode,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,1,0,1,1,1,21,6,6,15.1666666666666,6,6,14.4285714285714,3
8,0,0,1,0,1,19,6,6,11.1666666666666,6,4,13.4,3
12,0,0,1,0,1,26,7,6,10.9833333333333,7,6,10.9833333333333,3
9,1,0,1,0,1,19,6,4,10.75,6,5,11.5,3
17,1,0,0,0,1,20,12,11,13.3846153846153,9,7,14.2857142857142,3
8,1,0,1,0,1,25,6,6,11.2857142857142,6,5,12.2,2
14,0,0,1,1,0,24,6,0,0,6,0,0,1
8,1,0,1,1,0,20,5,4,13,5,5,14.8333333333333,3
12,0,0,1,1,0,29,6,6,16.1111111111111,6,6,13.5,3
1,0,0,1,1,0,20,6,6,11.5,6,6,11,3
15,1,0,1,1,0,20,6,4,10.75,6,2,10.5,1
12,1,0,1,1,1,24,6,4,11.6,6,5,13,3
12,0,1,1,1,0,24,7,0,0,7,0,0,1
4,0,0,1,1,0,23,5,5,13.8,5,5,14.1428571428571,3
14,1,0,1,1,0,20,7,7,13.5857142857142,8,8,14.6875,3
8,1,0,1,1,0,19,6,6,13.8571428571428,6,5,13,3
12,0,0,1,1,0,28,6,5,12,6,6,12.3333333333333,2
15,1,0,1,1,1,20,6,6,13.4444444444444,6,5,12.6,3
1,0,0,1,1,0,18,6,6,14,6,6,13.8571428571428,3
1,1,1,1,1,0,20,6,1,12,6,0,0,1
12,1,0,1,1,0,33,5,5,14.2,5,5,13.8333333333333,3
12,0,0,1,0,0,35,7,5,13.34,7,5,10.84,2
12,0,0,1,0,0,27,8,7,12.4571428571428,8,7,12.4571428571428,2
8,1,0,0,0,0,19,6,3,11,6,3,12,1
12,0,0,1,0,1,31,5,4,10.5,5,4,10.5,2
1,1,0,1,1,0,19,0,0,0,0,0,0,3
14,1,0,1,1,0,22,13,13,14,12,12,13,3
14,0,0,1,0,0,39,7,0,0,8,0,0,1
8,1,0,0,1,0,22,1,0,0,6,0,0,1
12,0,0,1,1,0,47,5,4,10,5,4,12.5,2
8,1,0,1,1,1,19,0,0,0,0,0,0,3
5,1,0,1,0,0,19,6,6,13.5,6,6,14.3333333333333,3
8,1,0,1,0,0,19,7,0,0,8,0,0,1
1,1,0,1,0,1,21,17,17,13.3888888888888,17,17,14.8888888888888,3
4,1,0,0,0,0,39,7,0,0,8,0,0,1
8,1,0,1,1,0,19,12,12,13.5833333333333,11,11,13.5833333333333,3
1,0,0,1,1,1,20,0,0,0,0,0,0,2
12,1,1,0,1,0,24,5,0,0,5,0,0,1
12,1,0,1,1,0,27,5,1,10,5,0,0,1
12,0,0,1,1,0,29,5,5,15.2,5,5,15.2,3
8,1,0,1,1,0,20,6,4,12.8,6,0,0,1
1,0,0,1,1,0,21,5,5,11.1666666666666,5,4,11,1
1,1,0,1,1,0,18,0,0,0,0,0,0,2
1,0,0,1,1,0,19,8,7,12.8285714285714,8,7,12.8285714285714,3
8,0,1,0,1,0,19,6,6,12.5,6,4,12.6,1
12,0,0,1,1,1,28,5,3,10,5,3,12.4,3
6,1,0,0,0,0,21,6,6,11.5,6,4,13.25,3
5,1,1,0,0,0,23,8,7,11.3285714285714,8,7,11.3285714285714,1
12,0,0,1,0,0,39,6,2,13,6,3,13,2
8,1,0,1,0,0,18,7,6,13.0333333333333,7,6,13.0333333333333,3
6,0,0,1,0,0,59,6,6,12.1666666666666,6,4,11.75,3
4,0,1,1,1,0,30,5,4,14.5,5,3,16.2,2
1,1,0,1,0,0,18,5,5,14.4,5,5,13.6,3
15,0,0,1,0,0,41,6,4,12.25,7,6,12.5,2
12,1,0,1,0,0,27,7,0,0,7,0,0,1
1,1,0,1,0,1,18,6,6,12.6666666666666,6,6,12,3
9,1,1,0,0,0,20,6,2,12,6,3,11.6666666666666,1
12,0,0,0,0,0,32,5,0,0,5,0,0,1
8,1,0,1,0,0,19,5,3,11.6666666666666,5,4,10.8,1
12,0,0,1,0,0,41,6,0,0,6,0,0,1
8,0,0,1,0,0,38,5,1,10,5,0,0,1
4,0,0,1,1,0,35,7,0,0,6,0,0,1
12,1,0,1,0,0,27,6,4,12.25,6,3,12,1
8,1,0,1,0,0,19,6,4,12,6,6,12.5,3
9,0,0,0,0,0,18,6,5,12.6,6,5,11.8,2
12,0,0,0,0,0,39,5,0,0,5,0,0,1
4,0,0,0,0,0,37,5,0,0,5,0,0,1
12,0,0,0,0,0,37,8,0,0,8,0,0,1
14,0,0,1,0,1,35,16,16,12.6875,13,13,12,3
14,0,0,1,0,0,49,13,10,10.4,9,6,10.6666666666666,3
4,0,0,1,0,0,52,15,14,10.4666666666666,12,12,10.9230769230769,3
1,1,0,1,0,0,18,5,5,14.3333333333333,5,5,13,3
12,0,0,1,0,1,30,7,6,14.6666666666666,6,6,14.3333333333333,3
1,1,0,1,0,0,21,7,7,12.8357142857142,8,8,14.23125,3
1,1,0,1,1,0,20,5,0,0,5,0,0,1
8,1,1,1,1,0,18,5,0,0,5,0,0,2
7,1,0,1,1,0,19,0,0,0,0,0,0,1
1,1,0,1,1,0,18,8,8,13.24875,8,8,13.24875,3
6,0,0,1,1,0,20,7,7,12.8571428571428,7,4,12.75,2
8,1,0,1,0,0,21,6,5,13.6,6,4,14.25,2
1,1,0,1,0,1,22,5,3,14,5,5,12.4,3
15,1,1,0,0,0,20,6,3,12,6,2,11,2
8,0,0,1,0,0,20,6,6,13.1666666666666,6,4,14,2
8,1,0,1,0,1,19,6,6,13.625,6,6,12.1666666666666,3
8,1,0,1,0,1,18,7,7,14.85,8,8,15.6111111111111,3
1,1,0,1,1,0,21,5,4,10.75,5,5,11.4,3
6,0,1,1,0,0,19,7,0,0,7,2,11.6666666666666,2
14,0,0,1,0,0,37,6,0,0,6,0,0,1
1,1,0,1,0,0,45,12,12,14,7,7,13.8571428571428,2
12,0,1,0,1,0,38,6,0,0,6,0,0,1
12,1,0,0,1,0,55,5,0,0,5,0,0,1
12,0,1,0,0,0,28,6,5,13,6,4,11.75,1
4,0,0,1,0,0,46,8,8,12.375,9,5,12.4,3
1,1,0,1,0,0,22,0,0,0,0,0,0,3
12,0,0,1,0,0,46,6,5,11.4,6,4,13.75,1
12,0,0,1,0,0,28,5,4,11.25,5,4,13,2
1,1,1,0,0,0,18,5,3,13,5,3,12,1
7,1,0,1,1,1,18,0,0,0,0,0,0,2
1,1,0,1,1,1,21,6,6,13.5,6,6,14.1666666666666,3
7,1,0,1,0,0,18,6,1,11,6,4,11,2
14,0,0,1,0,0,34,5,0,0,5,1,11,1
8,1,0,1,0,1,21,6,5,12,6,5,11.2,1
1,1,0,1,0,1,18,6,5,13,6,6,13,3
1,1,0,1,1,0,20,0,0,0,0,0,0,3
1,1,0,1,0,0,18,5,4,12,5,4,12.25,2
8,1,0,1,1,0,21,5,5,11.1666666666666,5,3,10.8,2
8,1,0,1,1,0,19,6,2,10.5,6,1,12,1
8,1,0,1,1,0,22,6,6,12.6666666666666,6,6,12.1666666666666,3
15,0,0,1,1,0,23,6,1,11,6,0,0,1
8,1,0,1,1,0,19,0,0,0,0,0,0,1
1,1,0,1,1,0,18,5,4,11.5,5,2,10.3333333333333,2
1,1,1,0,1,1,19,0,0,0,0,0,0,1
8,1,0,1,1,0,19,5,2,10.5,5,4,11.75,2
1,0,0,1,1,0,19,5,4,12.5,5,4,11,2
1,1,0,1,1,0,22,7,6,12.8333333333333,8,6,12.5,2
1,0,0,1,1,1,18,6,6,15.5714285714285,6,6,16.1428571428571,3
8,1,0,1,1,0,18,6,4,12,6,5,11.8,1
8,0,1,1,1,0,19,6,4,11.25,6,3,11.3333333333333,1
1,1,0,1,1,0,18,0,0,0,0,0,0,3
8,0,0,1,1,0,21,6,6,12.2857142857142,6,4,14.25,2
1,1,0,1,1,0,18,6,5,11,6,3,10.3333333333333,2
15,1,0,1,1,0,19,6,6,12.1428571428571,6,5,13.6,3
12,0,1,0,1,0,27,6,2,11.5,6,0,0,1
17,1,1,1,1,0,20,12,11,12.5454545454545,10,8,11.625,2
1,1,0,1,1,0,20,6,4,13,6,6,13,3
1,1,0,1,1,0,18,8,8,12.8875,8,8,12.8875,3
8,1,0,1,1,0,18,6,6,12.6666666666666,6,5,13.6,2
1,1,0,1,1,0,18,6,6,12.8333333333333,6,6,12.5714285714285,3
1,1,0,1,1,0,18,5,3,10.6666666666666,5,2,12.5,1
7,1,0,1,1,0,18,5,5,13,5,5,12.4,2
8,1,0,1,0,0,18,7,6,11.9833333333333,8,8,12.28125,3
12,1,0,0,0,0,37,5,0,0,5,0,0,1
12,0,0,1,0,1,36,6,6,11.8333333333333,6,6,11.5,3
12,1,0,1,0,0,26,6,3,12.6666666666666,6,2,11,1
1,0,0,1,0,0,19,5,4,13.75,5,4,14.5,3
12,1,0,1,0,0,24,6,5,11.4,6,5,11.8,1
1,1,0,1,0,1,19,6,6,13.1666666666666,6,6,13,1
13,1,0,1,0,1,20,7,6,12.8333333333333,8,5,11.8,3
9,1,0,1,0,0,19,6,6,14.125,6,5,14.5,3
1,1,0,1,0,0,21,5,3,11.6666666666666,5,5,13,3
12,0,0,0,0,0,50,7,6,10.25,7,4,11.25,1
12,0,0,1,0,0,47,7,6,12.5142857142857,7,4,11.75,1
13,0,0,1,0,0,24,13,10,11.5,13,9,10.4444444444444,1
12,0,0,0,0,0,48,5,1,10,5,0,0,1
1,1,0,1,0,1,18,6,6,15.7142857142857,6,5,12.7777777777777,3
15,1,0,1,1,0,32,6,4,12.5,7,4,11,1
1,1,0,0,1,0,20,5,3,12,5,4,12.75,1
12,0,1,1,1,0,24,5,0,0,5,0,0,1
12,0,0,1,1,0,53,5,4,12.25,5,4,11.75,3
12,0,1,0,1,0,42,4,0,0,4,0,0,1
12,1,0,1,1,0,52,5,5,13.6,5,5,14.2,3
14,0,0,1,1,0,54,13,13,13.3076923076923,11,11,12.8181818181818,2
12,0,0,1,1,0,49,5,5,12.2,5,5,11.8,3
8,0,0,1,1,1,18,6,6,12.2857142857142,6,6,13.3333333333333,3
12,1,0,1,1,0,37,5,3,12,5,4,13,3
1,0,0,1,1,1,21,7,6,13.3428571428571,8,7,11.65,3
12,0,1,1,1,0,26,5,0,0,5,0,0,1
1,1,0,1,1,0,20,12,11,14.2727272727272,12,11,14.8181818181818,3
1,1,0,1,0,1,19,7,7,12.1375,8,8,12.9111111111111,3
1,1,0,1,0,0,18,6,6,14.1666666666666,6,6,14.8571428571428,3
8,1,0,1,0,0,18,7,7,13.5285714285714,8,8,14.6555555555555,3
8,0,0,1,0,0,20,6,5,12,6,6,11,3
8,1,0,1,0,0,20,5,5,11.4,6,1,11,1
1,1,0,1,0,0,21,0,0,0,0,0,0,1
1,1,0,1,0,0,22,12,12,12.9166666666666,11,11,14.5,3
14,0,0,1,0,1,18,7,7,13.6375,8,8,14.3875,3
1,1,0,1,0,0,18,7,7,12.9,8,7,12.1428571428571,1
1,1,0,1,0,1,19,8,7,14.36,8,7,14.36,3
1,0,0,1,0,0,19,8,7,14.5142857142857,8,7,14.5142857142857,2
1,1,0,1,0,0,18,8,7,14.7,8,7,14.7,3
4,0,0,1,0,0,27,5,5,15.2,5,5,14,2
1,1,0,1,0,1,20,7,7,13,8,8,15.0625,3
1,1,0,1,0,0,20,6,6,13.5,6,0,0,1
1,1,0,1,0,0,20,5,5,12.3333333333333,5,5,12.6,3
1,0,0,1,0,0,19,5,5,13.4,5,5,13,3
1,0,0,1,0,0,20,5,4,11.75,5,2,10.5,2
14,1,0,1,0,1,20,0,0,0,0,0,0,3
1,1,0,1,0,0,20,0,0,0,0,0,0,2
17,1,0,1,0,0,27,12,11,14.7272727272727,9,7,14.1428571428571,3
1,1,0,1,0,0,18,6,6,16.5714285714285,6,6,15.6666666666666,3
1,0,0,1,0,0,18,7,7,15.145,8,8,15.7425,3
8,0,0,1,0,1,18,7,7,13.4428571428571,8,8,15.075,3
1,0,0,1,0,0,20,5,5,14.1666666666666,5,4,11.75,3
1,1,0,1,0,0,19,6,6,14,6,5,15,2
8,0,0,1,0,1,20,6,6,11.3333333333333,6,6,12.3333333333333,3
1,1,0,1,0,0,18,8,8,13.76125,8,8,13.76125,3
15,0,1,0,0,0,22,7,5,11.6,9,5,10,1
8,0,1,1,0,1,22,6,4,12.75,6,5,13,3
12,0,0,1,0,0,25,5,4,12.5,5,4,11,2
1,0,0,1,0,0,19,6,6,15.3076923076923,6,6,14,3
15,1,0,0,0,0,21,6,5,13.2857142857142,6,4,12,1
12,1,0,1,0,0,27,7,7,14.7571428571428,8,8,14.0777777777777,3
8,1,0,1,0,0,18,7,6,12.7666666666666,7,6,12.7666666666666,3
8,0,0,0,0,0,18,5,5,10.4,6,0,0,1
8,1,0,1,1,0,19,7,0,0,7,0,0,1
12,0,0,1,1,1,35,5,4,10.5,5,5,12.6,3
8,0,0,1,1,0,23,5,4,14.25,5,5,13.4,3
12,0,0,1,1,0,28,7,3,11.9166666666666,7,0,0,1
1,1,0,1,1,0,19,5,3,10.6666666666666,5,2,14,2
1,0,0,1,1,0,19,6,4,12.25,6,3,12.6666666666666,2
1,1,1,1,1,0,20,5,4,12,5,5,11.6,1
1,1,0,1,1,0,21,5,3,11,5,4,12.75,1
8,1,0,1,1,0,18,6,6,14.1666666666666,6,5,13,3
1,1,0,1,1,0,22,6,6,14.6666666666666,6,6,15,3
8,1,0,1,1,0,21,5,0,0,5,5,12.2857142857142,3
4,0,1,0,1,0,38,7,3,12.6666666666666,5,0,0,1
1,1,0,1,1,0,20,0,0,0,0,0,0,2
14,1,0,1,1,0,19,0,0,0,0,0,0,1
4,0,0,1,1,0,24,5,0,0,5,0,0,1
9,1,0,0,1,0,19,6,0,0,6,0,0,1
1,1,0,1,1,1,19,7,7,13.7,8,8,14.0222222222222,3
1,0,0,1,1,0,19,5,5,11.8,5,4,12.4,2
12,0,0,1,1,0,31,5,0,0,5,0,0,1
8,1,0,1,1,1,19,6,6,13.3333333333333,6,6,13.2857142857142,3
8,1,0,1,1,0,22,6,5,11.4,6,6,12.1666666666666,3
12,0,0,1,1,0,25,5,0,0,5,0,0,1
1,1,0,1,1,0,18,7,7,16.1428571428571,8,0,0,1
4,1,0,1,1,0,30,8,0,0,8,0,0,1
1,0,0,1,1,1,18,8,8,15.63375,8,8,15.63375,3
1,1,0,1,1,0,18,6,6,13.6666666666666,6,6,14.5,3
8,0,0,1,1,0,18,6,0,0,6,0,0,1
1,1,0,1,1,0,18,6,6,12.5,6,6,11.5,3
12,0,0,1,1,1,25,6,6,12.2857142857142,6,6,13,3
1,0,0,1,1,0,18,5,2,14,5,3,11,2
1,0,0,1,1,0,18,0,0,0,0,0,0,1
1,1,0,1,1,0,19,5,4,10.75,5,4,12.25,2
12,0,0,1,1,0,25,7,4,12.95,7,4,13.125,1
1,1,0,1,0,0,19,7,6,12.45,7,6,12.45,3
15,0,0,1,0,0,31,6,4,12.25,7,7,12,2
1,1,0,1,0,1,20,8,8,13.38125,8,8,13.38125,3
13,1,0,0,0,0,33,7,5,12.16,6,5,11.34,1
15,0,1,0,0,0,24,6,4,12.5,6,2,11.5,2
8,1,0,1,0,1,18,6,6,12.75,6,6,12.1666666666666,3
8,1,0,1,0,0,19,8,8,13.3425,8,8,13.3425,3
1,1,0,1,0,1,20,7,7,14.175,8,6,13.03125,3
12,0,0,1,1,1,33,8,1,10,8,1,10,2
12,0,0,1,1,0,24,5,0,0,5,2,14.5,1
12,0,0,1,1,0,24,5,0,0,5,0,0,1
8,1,0,1,1,0,18,5,5,12,5,5,12.1428571428571,3
1,1,0,1,0,1,18,6,6,10.5714285714285,6,5,11.4,3
16,1,0,1,0,0,22,12,11,14.1538461538461,12,12,15.4285714285714,3
1,1,0,1,0,1,18,6,6,11.1666666666666,6,5,12.4,3
1,1,0,1,0,0,21,17,17,12,17,17,12.6666666666666,3
12,1,0,1,0,0,38,5,3,11.3333333333333,5,4,12,1
14,0,0,1,0,1,29,16,16,12.5882352941176,13,13,13.3571428571428,3
15,1,0,1,0,1,20,6,4,12,6,4,10.75,2
8,1,0,0,0,0,18,6,0,0,6,0,0,1
14,0,0,1,1,0,37,12,12,12.25,13,13,12.8461538461538,3
1,0,0,1,1,0,20,5,5,11.6,5,5,12.8,3
1,1,0,0,1,0,20,5,4,13,5,3,12,1
12,0,1,1,1,0,40,5,3,10.6666666666666,5,2,12.5,1
12,0,0,1,1,0,44,11,9,12.3333333333333,11,9,11,2
1,0,0,0,1,0,21,5,2,11,5,3,11.4285714285714,1
15,0,0,1,1,0,21,7,6,13.4285714285714,9,8,13.125,3
1,1,0,1,1,0,18,8,8,13.05375,8,8,13.05375,3
1,1,0,1,1,0,18,7,6,12.0357142857142,8,7,13.75,2
12,0,0,1,1,0,27,6,6,14.1666666666666,6,6,13.8333333333333,3
12,0,0,0,1,0,38,6,0,0,6,0,0,1
9,0,0,1,1,0,18,6,5,13.6,6,3,12.6666666666666,1
8,1,0,1,1,0,19,6,5,12.2,6,2,12,2
1,1,0,1,1,0,18,6,6,13.7142857142857,6,5,13.3333333333333,1
14,0,1,0,1,0,19,6,3,11.6666666666666,6,2,10,1
12,0,1,0,1,0,44,6,1,14,6,0,0,1
15,1,0,1,1,0,26,6,4,12.5,6,3,10,1
14,0,1,0,1,0,24,6,5,11.8333333333333,6,4,11.5,1
12,1,0,0,1,0,27,6,0,0,6,0,0,1
12,0,1,0,1,0,27,6,0,0,6,0,0,1
14,1,0,1,1,0,25,17,13,11.5384615384615,15,10,12.4,1
15,1,0,1,1,0,21,9,7,11.2857142857142,8,4,12.25,2
1,1,0,1,1,1,19,0,0,0,0,0,0,3
8,1,0,1,1,0,20,6,5,11.8,6,4,12,2
15,0,0,1,1,0,20,5,0,0,5,2,10.5,2
8,1,1,0,1,0,20,5,0,0,5,0,0,1
1,0,0,0,1,1,18,5,5,14.2,5,5,14.2,2
8,0,1,1,1,0,19,12,10,12.7,11,10,12.2727272727272,2
15,1,0,0,0,0,22,6,3,12.6666666666666,6,0,0,1
1,1,0,1,0,0,19,6,6,14.4285714285714,6,6,15,3
1,1,0,1,0,1,18,7,7,13.1171428571428,8,7,12.6,3
1,1,1,1,0,0,20,6,6,12.6666666666666,6,6,11.8333333333333,3
8,1,0,1,0,1,18,0,0,0,0,0,0,1
12,0,0,1,1,0,36,6,6,15.2857142857142,6,6,16.5,3
6,0,1,1,1,0,19,5,3,10.5,5,4,11.25,3
17,0,0,1,1,1,21,11,11,12.6363636363636,9,9,12.6,3
1,1,0,1,0,0,26,5,0,0,5,0,0,1
12,0,1,0,0,0,29,9,3,14.3333333333333,7,1,14,1
15,0,0,0,1,0,26,8,8,15.125,6,6,13.6666666666666,2
4,0,0,1,1,0,27,7,0,0,8,0,0,1
16,0,1,1,1,0,32,7,3,12,8,3,10.3333333333333,2
7,1,0,1,0,1,23,6,4,14.25,6,5,12,2
12,0,0,1,0,0,24,5,2,10.5,5,4,10,2
1,1,0,1,0,1,19,6,6,13.5,6,6,14.4285714285714,3
13,1,0,1,1,0,25,6,5,11.6666666666666,6,4,12,2
8,1,0,1,1,0,19,6,5,10.8,6,3,10,2
1,0,0,0,1,0,20,4,0,0,4,0,0,1
1,0,0,1,1,0,33,9,9,12.8,7,7,11.4285714285714,3
12,0,1,1,1,0,35,5,5,10.8,5,5,12,1
1,1,0,1,1,0,23,5,4,11.4,5,4,11,3
1,1,0,1,1,0,19,7,7,13.7257142857142,8,8,14.5,3
1,0,0,1,1,0,21,6,5,12.8,6,5,12.25,2
1,1,0,1,1,1,21,6,6,13.5,6,6,11.1666666666666,3
12,0,0,1,1,0,27,8,7,15.57,8,7,15.57,1
8,1,1,1,1,0,19,5,4,11,5,2,12,2
4,0,0,1,1,0,28,7,7,14.1142857142857,8,8,15.9111111111111,1
14,0,0,1,1,0,25,5,3,11,5,4,11.5,2
12,0,0,1,1,0,42,6,0,0,6,0,0,1
4,0,0,1,1,0,27,5,4,13.5,5,4,13.75,3
1,1,0,1,1,0,23,6,4,11.25,6,0,0,1
8,1,0,1,1,1,18,6,6,12.1428571428571,6,6,11.3333333333333,3
12,0,0,1,1,0,26,8,7,13.0757142857142,8,7,13.0757142857142,3
1,0,0,1,1,0,18,5,0,0,5,0,0,1
12,0,1,1,1,0,29,5,3,11,5,2,13.5,1
8,1,0,1,1,0,22,6,0,0,6,0,0,1
14,1,0,1,0,0,21,7,4,13.125,7,6,12.3333333333333,2
1,1,0,1,0,1,19,8,7,13.5128571428571,8,7,13.5128571428571,3
1,1,0,1,0,1,18,6,6,12.8333333333333,6,6,12.1666666666666,3
1,1,0,1,0,1,18,5,3,15,5,3,11.6666666666666,1
12,0,1,0,0,0,40,6,5,12.8,6,3,13.3333333333333,1
8,1,1,0,0,0,20,6,3,12.3333333333333,6,0,0,1
1,1,0,1,1,0,18,8,5,12.288,8,5,12.288,1
14,0,0,1,1,0,31,12,12,12.3333333333333,10,7,13.2857142857142,3
1,0,0,1,1,1,18,5,4,11.5,5,5,12.8,3
14,1,0,1,1,0,22,6,6,11.8333333333333,6,4,11.1428571428571,1
16,0,1,0,1,0,38,5,0,0,5,0,0,1
14,0,0,1,1,0,33,5,0,0,5,0,0,1
1,0,0,1,1,1,19,5,5,11.8,5,3,11.5,2
8,0,0,1,1,0,18,6,0,0,6,0,0,1
1,0,0,0,1,1,18,5,5,12.2,5,4,12,2
16,1,0,1,1,0,27,6,6,12.3333333333333,5,5,13,3
12,0,0,1,1,0,26,6,6,12.4285714285714,6,6,12.8333333333333,3
1,1,0,1,0,1,19,7,7,12.7657142857142,8,8,13.5444444444444,3
16,0,0,1,1,0,44,7,5,12.1,7,5,12.6,1
1,1,0,1,1,0,19,5,5,12,5,5,11.5,3
9,1,0,1,1,0,20,6,0,0,6,0,0,1
12,0,1,1,1,0,24,6,6,14.8888888888888,6,6,13.7272727272727,2
14,0,0,1,0,0,31,14,13,11.3571428571428,14,13,12,3
14,1,0,1,0,0,25,6,6,13.5,6,6,12.5,3
8,1,1,0,0,0,19,6,0,0,6,0,0,1
8,1,0,1,0,0,18,7,7,13.8842857142857,8,8,14.75,1
14,1,0,0,0,0,19,6,5,13,6,3,11.6666666666666,2
1,1,0,1,0,1,19,7,4,12.65,7,5,11.1,2
8,1,0,1,0,0,19,5,1,11,5,0,0,2
12,0,0,1,0,0,24,6,2,11.6666666666666,6,2,10.5,1
1,0,0,1,0,0,20,6,6,14.5,6,6,12.6666666666666,3
8,0,0,1,0,0,18,6,6,14.7142857142857,6,6,14.1666666666666,3
1,0,0,1,0,1,18,6,6,13.2857142857142,6,6,14.3333333333333,3
8,1,0,1,0,0,21,5,3,11.3333333333333,5,2,10.5,2
4,0,1,0,0,0,28,7,0,0,7,0,0,1
1,0,0,1,0,1,18,5,4,11.5714285714285,5,5,12,2
1,0,1,1,0,0,18,6,5,13,6,4,11.5,1
1,0,0,1,0,1,18,6,6,11.5,6,5,14,3
8,1,0,1,0,1,18,5,5,11.8,5,5,11.6,3
1,1,0,0,0,1,19,5,3,10.6666666666666,5,3,12.2857142857142,1
8,0,0,1,0,1,19,7,6,13.8875,8,8,14.8644444444444,3
1,0,1,1,0,1,20,6,5,11.4,6,6,11.5,3
14,0,0,1,0,0,34,11,9,12.3333333333333,7,7,12.1428571428571,3
12,1,0,1,0,0,39,7,5,12.16,7,5,12.16,2
8,1,0,1,0,0,19,8,8,13.4274999999999,8,8,13.4274999999999,3
12,1,0,1,0,0,24,6,6,15.1666666666666,6,2,15.5,3
5,1,0,1,0,0,18,6,0,0,6,0,0,1
8,1,0,1,1,0,19,5,2,10.5,5,0,0,1
1,0,0,1,1,1,18,5,5,11.8,5,3,11,3
1,1,1,1,1,0,20,5,5,13.2,5,5,11.4,2
1,1,1,1,1,0,19,7,7,13.075,8,8,12.3611111111111,3
1,1,0,1,1,0,19,6,4,11.6,6,2,13,1
8,0,0,1,1,0,19,6,6,13.6666666666666,6,4,12.25,1
12,1,0,1,1,0,41,5,4,10.75,5,2,10,1
1,0,0,1,1,0,19,7,6,13.4928571428571,8,8,12.6888888888888,3
14,0,0,1,1,0,19,6,3,12.5,6,4,11,2
4,1,0,0,1,0,23,7,0,0,8,0,0,1
1,0,0,1,1,0,18,5,5,13.2857142857142,5,5,14.8,1
1,0,0,1,1,0,19,5,5,12.6,5,5,11.8,3
15,1,0,1,1,0,20,6,6,14,6,6,14.6666666666666,3
12,0,1,0,1,0,35,5,2,11.5,5,2,10.5,1
12,0,0,0,1,0,34,6,0,0,6,0,0,1
1,1,1,0,0,1,19,6,6,11.8333333333333,6,6,12.875,3
6,1,1,0,1,0,22,6,5,11.5,6,5,12.4,3
8,0,0,1,1,0,20,6,6,14.1666666666666,6,6,12.3333333333333,3
13,0,0,1,1,0,27,2,2,12.5,5,2,12.5,2
12,0,1,1,1,0,30,5,0,0,5,0,0,1
12,0,0,1,1,0,34,5,0,0,5,1,11,2
1,1,0,0,1,0,20,6,2,10.5,6,0,0,1
8,1,0,1,1,0,18,6,6,11.8333333333333,6,6,13.1666666666666,3
1,0,0,1,1,1,26,5,0,0,5,0,0,1
12,0,0,1,1,0,26,5,5,12.4,5,5,12.4,3
12,0,0,0,1,0,26,5,2,10.5,5,0,0,1
12,0,1,0,1,0,31,5,0,0,5,0,0,1
1,1,0,1,1,1,20,12,12,14.5833333333333,11,11,14.3333333333333,3
1,1,0,1,1,0,19,6,6,11.6666666666666,6,3,12.6666666666666,3
8,1,1,0,1,0,23,5,0,0,5,0,0,1
1,1,0,1,1,1,20,7,1,13,7,0,0,1
16,0,0,1,1,0,20,7,7,15.66,10,9,15.0111111111111,3
12,1,0,1,1,0,29,6,0,0,5,0,0,1
1,1,0,1,1,1,20,6,6,12.1666666666666,6,4,12.75,3
1,0,0,1,1,0,24,7,6,13.3,7,6,13.3,3
12,0,0,1,1,0,37,7,0,0,7,0,0,1
1,1,0,1,1,0,18,7,0,0,8,0,0,1
1,1,1,0,1,1,18,0,0,0,0,0,0,1
8,0,0,1,1,0,18,8,7,13.5571428571428,8,7,13.5571428571428,3
15,0,1,1,1,0,41,7,5,14.3333333333333,6,6,14.6363636363636,2
12,0,0,1,1,0,35,6,4,12,6,3,10.3333333333333,1
8,0,0,1,0,0,19,5,0,0,6,0,0,1
1,1,0,1,1,0,18,0,0,0,0,0,0,3
12,0,0,1,0,0,48,7,4,11.75,7,3,11.725,2
1,1,0,1,0,0,19,7,6,12.1833333333333,7,6,12.1833333333333,3
15,1,0,0,1,0,30,9,6,11.8333333333333,8,4,11,1
14,0,1,0,1,0,51,4,0,0,4,0,0,1
5,0,0,1,0,0,18,6,6,15,6,5,14.3333333333333,3
1,1,0,1,0,0,18,0,0,0,0,0,0,3
1,1,0,1,0,0,18,0,0,0,0,0,0,3
1,1,0,1,0,1,18,8,8,13.435,8,8,13.435,3
1,1,0,1,0,0,18,5,4,13.5,5,0,0,1
1,1,0,1,0,0,18,0,0,0,0,0,0,2
9,1,0,1,0,0,23,17,17,11.5,17,17,12.1764705882352,3
1,1,0,1,0,0,19,6,2,10.5,6,3,11,2
1,0,0,1,0,0,21,6,4,12,6,2,11.5,2
1,1,1,0,0,0,18,6,5,12.2,6,4,11.5,1
1,1,0,1,0,0,18,0,0,0,0,0,0,3
17,1,0,1,0,0,21,11,10,14.5,9,8,14,3
14,0,1,1,0,0,20,6,6,13.3333333333333,6,6,12.6666666666666,3
13,0,0,1,0,0,24,11,9,12,10,9,12.5555555555555,3
1,1,0,1,0,0,18,6,6,15.125,6,6,14,3
8,1,0,1,0,0,18,7,6,13.1166666666666,7,6,13.1166666666666,3
1,1,0,1,0,0,19,6,6,12.8333333333333,6,6,11.6666666666666,3
